,Date,User,Tweet
793,2022-05-13 08:22:52+00:00,EbituPromise,"Why are you all attacking Atiku? He is not the President of Nigeria, if the President and even the Governor himself haven’t made no comment, why should I be worried about what Atiku said or did? 

He is just a citizen and has every right to do whatever he feels like!"
794,2022-05-13 08:21:33+00:00,Mr_Pucca,Wike is the right man for President of Nigeria.
795,2022-05-13 08:20:55+00:00,DiamondGershon,"The deleting of a tweet by @atiku about the killing of Deborah yakubu by Islamist terrorist pretending to be students just show he can't be trusted with the president of Nigeria.
That why we need @PeterObi to enforcement the rule of law.
#istandwithpeterobi. https://t.co/wUYsaetJ7y"
796,2022-05-13 08:20:45+00:00,Lawrence4law,"The north has population,yes agreed but the north alone can never make you the president of Nigeria.Atiku retweet that tweet you deleted condemning the killing of Deborah."
797,2022-05-13 08:18:14+00:00,joechristoinfo,"@atiku you can never in your life become the president of Nigeria not even VP again mark today's date. 

God go punish you useless leader and father shameless killers defender. You can neverrrr make it you can never never make it to that sit again wicked greedy selfish fool"
798,2022-05-13 08:17:59+00:00,Vic11619187,"The world must know why BBC media news are not reporting the genocide that is going on in Biafraland carrying out by the British ambassador who is the acting president of nigeria now ,the British government have taken over nigeria governing again in order to murder more Biafrans"
799,2022-05-13 08:17:49+00:00,Governor_soon,#Atiku should contest for the president of #Deborah killers and his entire Muslim family not a president of Nigeria 🇳🇬. Shame on him and his bigots https://t.co/8hbTdqXg51
800,2022-05-13 08:17:23+00:00,abelpter,"If the sultan of sokoto can condemn the killing why can't Atiku? 

It's safe to say Atiku doesn't have the balls to become the President of Nigeria."
801,2022-05-13 08:16:14+00:00,MeetEbenezer,"Funny how Atiku thinks that North alone can make him the president of Nigeria.

He has no capacity to lead a country of over two hundred million people mixed with different tribes, religion Etc.....

He has failed already."
802,2022-05-13 08:16:08+00:00,Ogubush3,"@obyezeks No one religion has monopoly of violence, this is a test case for the gov of sokoto state,Aminu Tambuwal who is angling to be the president of Nigeria. His ability to handle this case and bring the perpetrators to book will show his religious inclinations or tribal sentiments."
803,2022-05-13 08:12:18+00:00,_patrioticguy,"To show you how slanted things are in this country, let the South attack #Atiku like the #terrorists up North did and see if he will flinch.
Everyone assumes that the North is the only decider of who becomes #president of Nigeria. That's our current dilemma.

Deborah One Nigeria"
804,2022-05-13 08:11:02+00:00,kanysaint,All roast Atiku Abubakar. He does not deserve to be the President of Nigeria.
805,2022-05-13 08:10:47+00:00,Ojosamuel_,"Atiku for President???
That will never happen in Nigeria
#Atiku is never gonna be a president of Nigeria"
806,2022-05-13 08:10:34+00:00,JimvicD,"@atiku Oga shift abeg. A man that cannot be a man of his words and cannot say the truth in the face of injustice is not fit to be the president of Nigeria.
All what you are doing is just to please everybody so that you can get into power.
Honesty and openness is far from it."
807,2022-05-13 08:10:06+00:00,Agnes_Afuzie,@daily_trust I think Obi will be Vice President of Nigeria 2023
808,2022-05-13 08:09:37+00:00,OluwafemiMaduka,"@atiku @atiku Stop wasting your time. You can never be president of Nigeria. You are duplicitous and hypocritical.

We cannot trust you to protect our lives and deal fairly without regard for religion and ethnicity.

We will speak up for Deborah."
809,2022-05-13 08:09:32+00:00,OkeyChinonso1,Atiku is not destined to be the president of Nigeria. He will keep failing for as long as he contest.
810,2022-05-13 08:08:02+00:00,UmarIya10,@AM_Saleeem @atiku Take it or leave it @atiku is the next president of Nigeria 2023 InshaAllah
811,2022-05-13 08:08:02+00:00,Longman60,@mrmacaronii We have to make sure Atiku Abubakar NEVER becomes the president of Nigeria.
